Fecha,Region,Estado,Municipio,Marca,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-21,Sureste,Quintana Roo,Benito Juárez,,LOS ARANDANOS SERVICIO SA DE CV,PL/26014/EXP/ES/2024,,24.94,28.99,27.99
2026-08-21,Occidente,Jalisco,Tepatitlán de Morelos,,GASOLINERA CHAPALITA SA DE CV,PL/26012/EXP/ES/2024,,23.99,29.98,
2026-08-21,Centro,México,Almoloya de Alquisiras,,QUINTA ALMOLOYA SA DE CV,PL/26011/EXP/ES/2024,,23.99,28.99,26.99
2026-08-21,Centro,Querétaro,Querétaro,,PLAZAS Y DESARROLLOS LOS NOGALES SA DE CV,PL/26010/EXP/ES/2024,,23.99,28.98,27.00
2026-08-21,Noreste,Nuevo León,Monterrey,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/2601/EXP/ES/2015,,23.99,29.99,27.00
2026-08-21,Occidente,Michoacán,Tuxpan,,COMBUSTIBLES BENEDICTO LOPEZ SA DE CV,PL/26009/EXP/ES/2024,,23.97,28.47,26.97
2026-08-21,Occidente,Guanajuato,Irapuato,,GRUPO SECA GASOLINERAS SA DE CV,PL/26008/EXP/ES/2024,,23.99,29.99,27.00
2026-08-21,Noroeste,Sonora,Hermosillo,,GAZPRO SA DE CV,PL/26006/EXP/ES/2024,,23.99,29.49,
2026-08-21,Sureste,Campeche,Carmen,,SERVICIO CARMEN PUENTE SA DE CV,PL/26005/EXP/ES/2024,,23.99,28.75,27.00
2026-08-21,Noreste,Coahuila,No especificado,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/26004/EXP/ES/2024,,23.99,29.49,26.99
2026-08-21,Noreste,Tamaulipas,Reynosa,,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024,,19.99,24.49,25.39
2026-08-21,Noreste,Tamaulipas,Victoria,,HIDROCARBUROS ROMA SA DE CV,PL/26000/EXP/ES/2024,,23.79,27.99,26.99
2026-08-21,Centro,Ciudad de México,Iztapalapa,,SUPER SERVICIO PERIFERICO SA DE CV,PL/2600/EXP/ES/2015,,23.43,27.94,26.99
2026-08-21,Occidente,Jalisco,Puerto Vallarta,,ALPEZ GAS SA DE CV,PL/25999/EXP/ES/2024,,24.49,29.59,27.49
2026-08-21,Centro,México,Jiquipilco,,GRUPO GASOLINERO IXTLAHUAQUENSE SA DE CV,PL/25997/EXP/ES/2024,,23.66,27.65,27.00
2026-08-21,Noreste,Coahuila,San Pedro,,SERVICIO GASOLINERO AMIGO SA DE CV,PL/2599/EXP/ES/2015,,23.99,29.49,
2026-08-21,Noreste,Coahuila,San Pedro,,SERVICIO EL ANCORA SA DE CV,PL/2598/EXP/ES/2015,,23.99,29.49,26.99
2026-08-21,Noreste,Coahuila,No especificado,,SERVICIO EL ANCORA SA DE CV,PL/2597/EXP/ES/2015,,23.99,29.09,26.99
2026-08-21,Noreste,Coahuila,San Pedro,,SERVICIO EL ANCORA SA DE CV,PL/2596/EXP/ES/2015,,23.99,29.49,26.99
2026-08-21,Noreste,Tamaulipas,Nuevo Laredo,,PETROFUEL SA DE CV,PL/25958/EXP/ES/2024,,20.99,26.49,
2026-08-21,Noreste,Nuevo León,Gral. Zuazua,,ENERGETICOS DEL ALTIPLANO SA DE CV,PL/25955/EXP/ES/2024,,23.99,28.99,27.00
2026-08-21,Occidente,Guanajuato,San Luis de la Paz,,J JESUS VAZQUEZ,PL/25954/EXP/ES/2024,,23.35,27.34,26.90
2026-08-21,Centro,Puebla,Hueyapan,,GASOLINERA HUEYAPAN SA DE CV,PL/25953/EXP/ES/2024,,23.90,28.00,27.00
2026-08-21,Golfo,Tabasco,Paraíso,,GRUPO PIRAMIDE DE LA CHONTALPA SA DE CV,PL/25952/EXP/ES/2024,,23.30,26.90,27.00
2026-08-21,Centro,Puebla,Puebla,,ADONAV SA DE CV,PL/25951/EXP/ES/2024,,22.99,27.39,26.59
2026-08-21,Noroeste,Sinaloa,Culiacán,,SERVICIOS EXPRESS GUPA SA DE CV,PL/25950/EXP/ES/2024,,22.99,28.79,26.69
2026-08-21,Noreste,Coahuila,San Pedro,,SERVICIO EL ANCORA SA DE CV,PL/2595/EXP/ES/2015,,23.99,29.49,26.99
2026-08-21,Centro,Ciudad de México,Álvaro Obregón,,HIDROCARBUROS ORMA SA DE CV,PL/25946/EXP/ES/2024,,23.99,28.69,27.00
2026-08-21,Sur,Guerrero,Chilpancingo de los Bravo,,OPERADORA DE COMBUSTIBLES CARZZAL SA DE CV,PL/25945/EXP/ES/2024,,23.99,28.95,27.00
2026-08-21,Noroeste,Sinaloa,Culiacán,,COMBUSERVICIOS  AGUILA SA DE CV,PL/25944/EXP/ES/2024,,23.99,28.99,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,EMERALD GAS SA DE CV,PL/25943/EXP/ES/2024,,23.99,30.30,27.00
2026-08-21,Centro,Puebla,San Martín Texmelucan,,SERVICIO TEOLOCHOLCO SA DE CV,PL/25942/EXP/ES/2024,,23.95,27.85,26.98
2026-08-21,Occidente,Michoacán,Tangancícuaro,,SERVICIO VIGAR SA DE CV,PL/25941/EXP/ES/2024,,23.99,28.80,26.99
2026-08-21,Occidente,Guanajuato,Apaseo el Alto,,CARBURANTES DEL OSO SA DE CV,PL/25940/EXP/ES/2024,,22.69,27.09,26.79
2026-08-21,Centro,Ciudad de México,Tlalpan,,SERVICIO MENA SA DE CV,PL/2594/EXP/ES/2015,,23.99,27.99,26.95
2026-08-21,Noreste,Tamaulipas,Reynosa,,BURGOS PLUS GASOLINERAS SA DE CV,PL/25939/EXP/ES/2024,,19.99,24.79,25.39
2026-08-21,Sur,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,,SERVICIO FACIL DEL SURESTE SA DE CV,PL/25938/EXP/ES/2024,,24.00,28.79,27.00
2026-08-21,Centro,México,Ixtapaluca,,SERVICIO CUPULA SA DE CV,PL/25937/EXP/ES/2024,,23.90,28.59,
2026-08-21,Noreste,Coahuila,San Pedro,,SERVICIO EL ANCORA SA DE CV,PL/2593/EXP/ES/2015,,23.99,29.49,26.99
2026-08-21,Noreste,Nuevo León,Santiago,,TURISMO Y COMBUSTIBLES SA DE CV,PL/2592/EXP/ES/2015,,23.79,28.49,
2026-08-21,Noreste,Tamaulipas,Ciudad Madero,,SERVICIO LIBRAMIENTO MIRAMAR SA DE CV,PL/2591/EXP/ES/2015,,23.98,27.79,27.00
2026-08-21,Centro,Puebla,Huejotzingo,,CONSTRUCTORA E INMOBILIARIA JACRODESBA SA DE CV,PL/25903/EXP/ES/2024,,22.87,27.50,26.55
2026-08-21,Centro,Hidalgo,San Agustín Tlaxiaca,,COMBUSTIBLES ESPECIALIZADOS JADE SA DE CV,PL/25902/EXP/ES/2024,,23.79,27.99,27.00
2026-08-21,Centro,Hidalgo,Atlapexco,,COMBUSTIBLES CAROM SA DE CV,PL/25901/EXP/ES/2024,,24.00,28.05,27.00
2026-08-21,Noreste,Nuevo León,Gral. Zuazua,,SERVICIO GASPEF SA DE CV,PL/25900/EXP/ES/2024,,23.89,28.49,27.00
2026-08-21,Sur,Chiapas,Ocosingo,,GASOLINERA OCOCINGO SA DE CV,PL/2590/EXP/ES/2015,,23.99,28.95,27.00
2026-08-21,Occidente,Jalisco,Tuxpan,,ENERSISTEM SA DE CV,PL/25899/EXP/ES/2024,,23.99,29.99,27.99
2026-08-21,Noreste,Coahuila,Parras,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/25897/EXP/ES/2024,,24.99,29.49,27.99
2026-08-21,Sureste,Campeche,Hecelchakán,,GASOLINERA IBIZA SA DE CV,PL/25896/EXP/ES/2024,,23.56,28.59,27.00
2026-08-21,Golfo,Tabasco,Paraíso,,EL PARAISO ENERGETICO SA DE CV,PL/25894/EXP/ES/2024,,23.69,27.69,27.99
2026-08-21,Occidente,Guanajuato,Salvatierra,,SERVICIO MAREMI SA DE CV,PL/25893/EXP/ES/2024,,23.99,28.50,26.99
2026-08-21,Noreste,Coahuila,Ramos Arizpe,,PETROMAX SA DE CV,PL/25892/EXP/ES/2024,,24.59,29.99,26.99
2026-08-21,Occidente,Aguascalientes,Jesús María,,GRUPO OPERADOR GASOLINERO TSA DEL CENTRO SA DE CV,PL/25891/EXP/ES/2024,,23.99,28.99,
2026-08-21,Sur,Chiapas,Chamula,,JOSE LOPEZ GOMEZ,PL/25890/EXP/ES/2024,,23.72,28.07,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,HORIZON ENERGIA Y MOVIMIENTO SA DE CV,PL/2589/EXP/ES/2015,,24.50,,27.00
2026-08-21,Sur,Guerrero,Cuajinicuilapa,,SERVICIO CARRETERA 200 SA DE CV,PL/25887/EXP/ES/2024,,23.98,29.24,26.98
2026-08-21,Centro,México,Rayón,,SERVICENTRO TOLUCA IXTAPAN SA DE CV,PL/25886/EXP/ES/2024,,23.99,28.50,26.99
2026-08-21,Occidente,Guanajuato,Celaya,,SEVIOR SA DE CV,PL/25885/EXP/ES/2024,,23.79,28.79,26.99
2026-08-21,Occidente,Jalisco,La Huerta,,GASOLINERA EMILIANO ZAPATA SA DE CV,PL/25884/EXP/ES/2024,,23.99,29.70,27.00
2026-08-21,Centro,Ciudad de México,Álvaro Obregón,,CRISTOBAL PEREZ GOMEZ,PL/25883/EXP/ES/2024,,23.67,27.97,26.99
2026-08-21,Occidente,Zacatecas,Juan Aldama,,RODIMIRO MARTINEZ CHAIREZ,PL/25882/EXP/ES/2024,,23.99,,27.00
2026-08-21,Centro,México,Tecámac,,MARIA GUADALUPE RIVERO FERNANDEZ,PL/25881/EXP/ES/2024,,23.39,27.69,26.99
2026-08-21,Noreste,Coahuila,Ramos Arizpe,,SERVICIO OLMO SA DE CV,PL/2588/EXP/ES/2015,,23.99,28.48,27.00
2026-08-21,Noroeste,Sinaloa,Guasave,,PETROSERVICIOS DE GUASAVE SA DE CV,PL/2587/EXP/ES/2015,,23.95,29.76,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,MEGA SERVICIOS DE OCCIDENTE SA DE CV,PL/2586/EXP/ES/2015,,24.50,30.50,
2026-08-21,Centro,México,Gustavo A. Madero,,SUPER SERVICIO VALLEJO SA DE CV,PL/2585/EXP/ES/2015,,23.55,27.99,26.99
2026-08-21,Noreste,Tamaulipas,No especificado,,ESTACION DE SERVICIO MEXICO TIPICO SA DE CV,PL/2584/EXP/ES/2015,,20.99,26.90,
2026-08-21,Noreste,Nuevo León,Montemorelos,,ESTACION EL ALTO SA DE CV,PL/2583/EXP/ES/2015,,24.00,29.79,27.00
2026-08-21,Noreste,Coahuila,Saltillo,,SERVICIO LOS REALES SA DE CV,PL/2582/EXP/ES/2015,,23.99,28.48,
2026-08-21,Sureste,Yucatán,Mérida,,SERVICIOS ECOLOGICOS CHICHEN ITZA SA DE CV,PL/2581/EXP/ES/2015,,24.39,27.94,
2026-08-21,Sureste,Yucatán,Mérida,,GRUPO MASAGO S DE RL DE CV,PL/2580/EXP/ES/2015,,23.99,27.94,27.00
2026-08-21,Sureste,Yucatán,Mérida,,SERVICIO METROPOLITANO CAUCEL SA DE CV,PL/2579/EXP/ES/2015,,23.99,27.74,
2026-08-21,Sureste,Campeche,Champotón,,SERVICIOS ECOLOGICOS CALETA TANKAH SA DE CV,PL/25781/EXP/ES/2024,,23.99,27.79,27.00
2026-08-21,Noreste,Tamaulipas,Reynosa,,PETROMAX SA DE CV,PL/25780/EXP/ES/2024,,20.99,24.99,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,PETROAGUILA SA DE CV,PL/2578/EXP/ES/2015,,23.95,28.89,
2026-08-21,Norte,Durango,San Juan del Río,,JOSE OSVALDO MARTINEZ VALLES,PL/25779/EXP/ES/2024,,,29.20,26.99
2026-08-21,Sureste,Quintana Roo,Felipe Carrillo Puerto,,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA SA DE CV",PL/25778/EXP/ES/2024,,23.99,28.89,27.00
2026-08-21,Noreste,Tamaulipas,Nuevo Laredo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/25777/EXP/ES/2024,,20.99,26.90,27.00
2026-08-21,Norte,Durango,Durango,,EL MOYOTE SA DE CV,PL/25776/EXP/ES/2024,,23.99,29.20,26.99
2026-08-21,Noreste,San Luis Potosí,Ebano,,SERVICIO ABURTO SA DE CV,PL/25774/EXP/ES/2024,,23.99,27.99,27.00
2026-08-21,Sureste,Yucatán,Mérida,,CORPORATIVO REGIONAL GASOLINERO SA DE CV,PL/25773/EXP/ES/2024,,24.19,27.69,
2026-08-21,Norte,Chihuahua,Santa Bárbara,,GASOLINERA J.V. SA DE CV,PL/25772/EXP/ES/2024,,23.99,28.90,27.00
2026-08-21,Centro,Querétaro,Querétaro,,AUTOSERVICIO REAL DE SAN MIGUEL SA DE CV,PL/25770/EXP/ES/2024,,23.68,27.28,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,PETROAGUILA SA DE CV,PL/2577/EXP/ES/2015,,23.95,28.89,27.00
2026-08-21,Noreste,Nuevo León,Apodaca,,MERCANTIL DISTRIBUIDORA SA DE CV,PL/25769/EXP/ES/2024,,23.99,29.99,27.00
2026-08-21,Sureste,Quintana Roo,Felipe Carrillo Puerto,,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA SA DE CV",PL/25768/EXP/ES/2024,,23.99,28.89,27.00
2026-08-21,Sur,Chiapas,Tapachula,,COMERCIALIZADORA DE COMBUSTIBLES Y LUBRICANTES CRISERNA SA DE CV,PL/25767/EXP/ES/2024,,23.33,27.35,
2026-08-21,Centro,México,Toluca,,ENERGETICOS TOLLOCAN SA DE CV,PL/25766/EXP/ES/2024,,23.17,27.97,26.88
2026-08-21,Noreste,Tamaulipas,Victoria,,GASOLINERA ROTARIA SA DE CV,PL/25765/EXP/ES/2024,,23.99,28.69,27.00
2026-08-21,Centro,México,Chimalhuacán,,SERVICIO FERRIOT SA DE CV,PL/25764/EXP/ES/2024,,22.96,27.48,26.78
2026-08-21,Norte,Chihuahua,Chihuahua,,GAD ENERGY SA DE CV,PL/25763/EXP/ES/2024,,23.99,28.99,
2026-08-21,Sureste,Yucatán,Conkal,,CORPORATIVO TG ADITIVOS Y COMBUSTIBLES SA DE CV,PL/25762/EXP/ES/2024,,24.39,27.94,27.00
2026-08-21,Sureste,Yucatán,Valladolid,,SERVICIOS ECOLOGICOS MAYAPAN SA DE CV,PL/25761/EXP/ES/2024,,24.49,28.58,27.70
2026-08-21,Centro,México,Ixtapaluca,,HIDROSINA PLUS S A P I DE CV,PL/25760/EXP/ES/2024,,22.59,27.99,
2026-08-21,Noreste,Coahuila,No especificado,,SERVICIO EL ANCORA SA DE CV,PL/2576/EXP/ES/2015,,23.99,29.09,
2026-08-21,Centro,Ciudad de México,Coyoacán,,SERVICIO ESTRIUNFOLI SA DE CV,PL/25759/EXP/ES/2024,,22.79,27.39,
2026-08-21,Norte,Chihuahua,Hidalgo del Parral,,JOSE LUIS MARTINEZ ESTRADA,PL/25758/EXP/ES/2024,,23.99,28.45,27.00
2026-08-21,Occidente,Jalisco,Puerto Vallarta,,GASOLINERA LOS VECINOS SA DE CV,PL/25757/EXP/ES/2024,,23.99,29.99,27.00
2026-08-21,Noreste,Coahuila,Monclova,,GASOLINAS Y ACEITES SALDIVAR S DE RL DE CV,PL/25756/EXP/ES/2024,,23.99,29.30,
2026-08-21,Sur,Guerrero,Azoyú,,SERVICIO AZOME SA DE CV,PL/25755/EXP/ES/2024,,23.99,29.45,
2026-08-21,Occidente,Aguascalientes,Jesús María,,SERVICIOS GASOLINEROS Y AUTOMOTRICES LAROSA SA DE CV,PL/25754/EXP/ES/2024,,23.99,29.55,26.99
2026-08-21,Centro,México,Chalco,,SERVICIO OGROVE SA DE CV,PL/25753/EXP/ES/2024,,22.95,26.95,26.80
2026-08-21,Occidente,Michoacán,Zamora,,GASO MGA SA DE CV,PL/25752/EXP/ES/2024,,23.99,29.29,27.00
2026-08-21,Norte,Chihuahua,Ascensión,,GABRIEL DE JESUS LEYVA ESCOBEDO,PL/25751/EXP/ES/2024,,23.25,27.80,26.99
2026-08-21,Noreste,Coahuila,Saltillo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/25750/EXP/ES/2024,,24.49,29.99,27.00
2026-08-21,Noroeste,Sinaloa,Culiacán,,PETROAGUILA SA DE CV,PL/2575/EXP/ES/2015,,,,27.00
2026-08-21,Occidente,Guanajuato,Abasolo,,GAS ACER SA DE CV,PL/25749/EXP/ES/2024,,23.99,28.60,27.00
2026-08-21,Sureste,Yucatán,Sotuta,,CORPORATIVO REGIONAL GASOLINERO SA DE CV,PL/25748/EXP/ES/2024,,24.79,27.94,27.89
2026-08-21,Sureste,Campeche,Carmen,,E.S.G.E.S SA DE CV,PL/25747/EXP/ES/2024,,23.99,28.59,27.00
2026-08-21,Centro,Morelos,Atlatlahucan,,SERVICIO EL AMATE DE ZAPATA SA DE CV,PL/25746/EXP/ES/2024,,23.89,27.99,26.99
2026-08-21,Centro,Ciudad de México,Azcapotzalco,,GRUPO GASOLTEC SA DE CV,PL/25745/EXP/ES/2024,,23.39,28.19,26.79
2026-08-21,Noreste,Tamaulipas,Ciudad Madero,,SERVICIO YU GAR SA DE CV,PL/2574/EXP/ES/2015,,23.80,27.69,
2026-08-21,Noroeste,Sinaloa,Culiacán,,GASOLINERA RINDEMAS SA DE CV,PL/2573/EXP/ES/2015,,23.99,29.99,
2026-08-21,Occidente,Guanajuato,Celaya,,GRUPO GASOLINERO BUGATTI SA DE CV,PL/2572/EXP/ES/2015,,23.59,27.99,26.99
2026-08-21,Noroeste,Sinaloa,Culiacán,,MEGA SERVICIOS DE OCCIDENTE SA DE CV,PL/2571/EXP/ES/2015,,24.50,30.50,
2026-08-21,Noroeste,Sinaloa,Salvador Alvarado,,ABASTECEDORA DE SERVICIOS DEL VALLE SA DE CV,PL/2570/EXP/ES/2015,,23.99,29.29,27.19
2026-08-21,Noroeste,Sinaloa,Salvador Alvarado,,ABASTECEDORA DE SERVICIOS DEL VALLE SA DE CV,PL/2568/EXP/ES/2015,,23.99,29.29,27.19
2026-08-21,Norte,Durango,Gómez Palacio,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/2567/EXP/ES/2015,,23.99,29.49,
2026-08-21,Noroeste,Sinaloa,Culiacán,,MEGA SERVICIOS DE OCCIDENTE SA DE CV,PL/2566/EXP/ES/2015,,24.50,30.50,
2026-08-21,Sureste,Quintana Roo,Tulum,,INMOBILIARIA MACARELA S DE RL DE CV,PL/25656/EXP/ES/2024,,25.35,28.94,28.26
2026-08-21,Noreste,Nuevo León,Gral. Escobedo,,PETROMAX SA DE CV,PL/25655/EXP/ES/2024,,24.49,29.99,26.99
2026-08-21,Centro,Puebla,Puebla,,GASOLINERA JW DE PUEBLA SA DE CV,PL/25654/EXP/ES/2024,,22.75,26.69,
2026-08-21,Noreste,Coahuila,Saltillo,,LYMOSA ENERGY SA DE CV,PL/25653/EXP/ES/2024,,23.97,29.97,26.99
2026-08-21,Centro,Ciudad de México,Tlalpan,,COMBUSTIBLES ALCANTARA SA DE CV,PL/25652/EXP/ES/2024,,23.89,29.19,26.99
2026-08-21,Noroeste,Baja California,Tijuana,,GASKO 2000 SA DE CV,PL/25651/EXP/ES/2024,,22.37,27.87,25.30
2026-08-21,Noroeste,Nayarit,Tepic,,PROVEDORA EL CIEN SA DE CV,PL/2565/EXP/ES/2015,,22.99,29.59,26.99
2026-08-21,Occidente,Jalisco,Zapopan,,ESTACION COMPOSITORES SA DE CV,PL/25649/EXP/ES/2024,,23.49,28.49,
2026-08-21,Noreste,Coahuila,Ramos Arizpe,,SERVICIOS DE GASOLINA LOS PINOS SA DE CV,PL/25648/EXP/ES/2024,,23.89,27.71,
2026-08-21,Golfo,Veracruz,Tuxpan,,AMIGAS DESPACHADORAS TUXPAN SA DE CV,PL/25647/EXP/ES/2024,,23.99,27.99,27.00
2026-08-21,Sureste,Yucatán,Maxcanú,,PETROLEOS DE YUCATAN SA DE CV,PL/25646/EXP/ES/2024,,24.49,27.99,27.00
2026-08-21,Noroeste,Sinaloa,Guasave,,GASOLINERIA LAS ACEITUNAS SA DE CV,PL/25645/EXP/ES/2024,,23.99,29.60,27.00
2026-08-21,Centro,Ciudad de México,Álvaro Obregón,,PRADERA CARDENAS SA DE CV,PL/25643/EXP/ES/2024,,23.99,29.39,27.00
2026-08-21,Occidente,Zacatecas,Zacatecas,,ENERGETICOS EL ORITO SA DE CV,PL/25641/EXP/ES/2024,,23.99,29.89,27.00
2026-08-21,Centro,Ciudad de México,Álvaro Obregón,,PRADERA CARDENAS SA DE CV,PL/25640/EXP/ES/2024,,23.99,29.39,27.00
2026-08-21,Noreste,Tamaulipas,Ciudad Madero,,SERVICIO LIBRAMIENTO MIRAMAR SA DE CV,PL/2564/EXP/ES/2015,,23.98,27.79,27.00
2026-08-21,Sureste,Quintana Roo,Solidaridad,,ELITE ANCHA S DE RL DE CV,PL/25638/EXP/ES/2024,,24.94,28.99,27.94
2026-08-21,Centro,Tlaxcala,Acuamanala de Miguel Hidalgo,,ESTACION DE SERVICIOS PLUSS 2 SA DE CV,PL/25637/EXP/ES/2024,,23.70,28.30,26.99
2026-08-21,Centro,Tlaxcala,Santa Cruz Tlaxcala,,SERVICIO VALLE DE IZTACIHUATL POPOCATEPETL SA DE CV,PL/25636/EXP/ES/2024,,22.99,27.50,26.55
2026-08-21,Noroeste,Sonora,Cajeme,,COMBUSTIBLES JAAL SA DE CV,PL/25635/EXP/ES/2024,,23.99,29.79,27.00
2026-08-21,Sur,Guerrero,Técpan de Galeana,,ROCCANS OIL SA DE CV,PL/25634/EXP/ES/2024,,23.95,28.98,27.00
2026-08-21,Occidente,Jalisco,Juchitlán,,SUPER SERVICIO LA ESPERANZA JUCHITLAN SA DE CV,PL/25633/EXP/ES/2024,,24.00,29.99,27.34
2026-08-21,Occidente,Michoacán,Apatzingán,,GASOLINERA LOS CITRICOS 2 SA DE CV,PL/25632/EXP/ES/2024,,24.69,29.99,27.00
2026-08-21,Noreste,San Luis Potosí,San Luis Potosí,,HIPER POLANCO SERVICIOS POTOSINOS SA DE CV,PL/25630/EXP/ES/2024,,23.99,28.29,27.24
2026-08-21,Occidente,Zacatecas,Fresnillo,,GASISLO 2000 SA DE CV,PL/2563/EXP/ES/2015,,24.00,28.95,27.00
2026-08-21,Occidente,Aguascalientes,San Francisco de los Romo,,GRUPO OPERADOR GASOLINERO TSA DEL CENTRO SA DE CV,PL/25627/EXP/ES/2024,,23.99,28.99,
2026-08-21,Centro,Tlaxcala,Hueyotlipan,,CANDEGAS SA DE CV,PL/25625/EXP/ES/2024,,22.90,,26.90
2026-08-21,Golfo,Veracruz,Las Choapas,,CENTRO GASOLINERO ANIMAS SA DE CV,PL/25624/EXP/ES/2024,,23.99,28.39,27.00
2026-08-21,Occidente,Michoacán,Tarímbaro,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/25623/EXP/ES/2024,,23.99,29.99,27.99
2026-08-21,Noreste,Tamaulipas,Río Bravo,,BURGOS PLUS GASOLINERAS SA DE CV,PL/25622/EXP/ES/2024,,21.29,24.90,
2026-08-21,Golfo,Veracruz,Soledad de Doblado,,GRUPO FERCHE SA DE CV,PL/25621/EXP/ES/2024,,23.89,27.64,27.00
2026-08-21,Noreste,Nuevo León,Gral. Escobedo,,CORPORATIVO GASOLINERO MONTEVIC SA DE CV,PL/25620/EXP/ES/2024,,23.79,28.69,
2026-08-21,Sur,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,,ADA LOPEZ OROZCO,PL/2562/EXP/ES/2015,,23.89,28.19,27.00
2026-08-21,Occidente,Jalisco,Tlajomulco de Zúñiga,,OPORTO PLAZA SA DE CV,PL/25619/EXP/ES/2024,,23.99,29.59,26.99
2026-08-21,Occidente,Jalisco,Zapotlán el Grande,,ESTACION DE SERVICIO GASOLINERO SAN JOSE SA DE CV,PL/25618/EXP/ES/2024,,24.35,29.99,27.35
2026-08-21,Sur,Oaxaca,Asunción Ixtaltepec,,LIQUID OIL SA DE CV,PL/25617/EXP/ES/2024,,23.99,28.59,27.39
2026-08-21,Norte,Chihuahua,Chihuahua,,GASOLINERA BOQUILLA SA DE CV,PL/25616/EXP/ES/2024,,23.49,27.99,26.99
2026-08-21,Occidente,Zacatecas,Fresnillo,,GASISLO 2000 SA DE CV,PL/2561/EXP/ES/2015,,24.00,28.51,27.00
2026-08-21,Occidente,Aguascalientes,Aguascalientes,,SERVICENTRO DE LEON SA DE CV,PL/25597/EXP/ES/2024,,23.59,27.98,
2026-08-21,Noroeste,Baja California,No especificado,,PETROMAX SA DE CV,PL/25591/EXP/ES/2024,,22.49,28.29,26.99
2026-08-21,Norte,Durango,Durango,,JMOG SA DE CV,PL/25590/EXP/ES/2024,,23.52,28.92,26.85
2026-08-21,Centro,Puebla,Zacatlán,,EL CRUCERO DE ZACATLAN SA DE CV,PL/2559/EXP/ES/2015,,23.99,28.19,27.00
2026-08-21,Sur,Chiapas,Chiapa de Corzo,,COMERCIALIZADORA DE COMBUSTIBLES DIEZ S A P I DE CV,PL/25589/EXP/ES/2024,,23.87,28.27,26.90
2026-08-21,Golfo,Veracruz,San Andrés Tuxtla,,GAPERSA SA DE CV,PL/25588/EXP/ES/2024,,23.99,28.89,27.00
2026-08-21,Occidente,Aguascalientes,Aguascalientes,,GASOLINERA EL TRIGO SA DE CV,PL/25587/EXP/ES/2024,,23.99,28.55,26.99
2026-08-21,Golfo,Tabasco,Cárdenas,,PRADERA CARDENAS SA DE CV,PL/25586/EXP/ES/2024,,23.99,28.69,27.00
2026-08-21,Sur,Guerrero,Ahuacuotzingo,,GASOLINERA AHUACUOTZINGO SA DE CV,PL/25585/EXP/ES/2024,,23.99,28.99,27.49
2026-08-21,Noreste,Tamaulipas,Reynosa,,BURGOS PLUS GASOLINERAS SA DE CV,PL/25584/EXP/ES/2024,,19.99,24.98,25.39
2026-08-21,Centro,México,Tecámac,,NATMEM SA DE CV,PL/25583/EXP/ES/2024,,23.85,28.89,26.99
2026-08-21,Noreste,Tamaulipas,Reynosa,,BURGOS PLUS GASOLINERAS SA DE CV,PL/25582/EXP/ES/2024,,19.99,24.79,
2026-08-21,Noreste,Coahuila,Saltillo,,SERVICIOS DE GASOLINA LOS PINOS SA DE CV,PL/25581/EXP/ES/2024,,23.89,27.71,
2026-08-21,Centro,Morelos,Jiutepec,,SERVICIO CALERA CHICA SA DE CV,PL/25580/EXP/ES/2024,,23.99,28.82,27.00
2026-08-21,Centro,Puebla,Zacatlán,,EL CRUCERO DE ZACATLAN SA DE CV,PL/2558/EXP/ES/2015,,23.99,28.19,27.00
2026-08-21,Noroeste,Baja California Sur,Los Cabos,,COMBUSTIBLES Y LUBRICANTES VHC SA DE CV,PL/25579/EXP/ES/2024,,23.49,28.99,26.99
2026-08-21,Occidente,Guanajuato,Celaya,,HIDRO PANAMERICANA SA DE CV,PL/25578/EXP/ES/2024,,22.69,27.09,27.00
2026-08-21,Golfo,Veracruz,Naranjos Amatlán,,CENTRO GASOLINERO ANIMAS SA DE CV,PL/25577/EXP/ES/2024,,23.99,28.14,27.00
2026-08-21,Occidente,Aguascalientes,Aguascalientes,,ESTACION DE SERVICIO RUMI SA DE CV,PL/25576/EXP/ES/2024,,23.99,28.50,26.99
2026-08-21,Noroeste,Sinaloa,El Fuerte,,SI GASOLINERAS DE SINALOA SA DE CV,PL/25574/EXP/ES/2024,,24.00,,27.00
